"cat_velocity","yhat","predictors","model","index"
1,0.191980247497154,"cat_velocity","sampling w/o coordinates","rel_abundance"
2,0.191980247497154,"cat_velocity","sampling w/o coordinates","rel_abundance"
3,0.190024594378158,"cat_velocity","sampling w/o coordinates","rel_abundance"
4,0.189673169104355,"cat_velocity","sampling w/o coordinates","rel_abundance"
5,0.187274124728321,"cat_velocity","sampling w/o coordinates","rel_abundance"
