"gaug_before","yhat","predictors","model","index"
226.76,0.532834369741505,"gaug_before","sampling w/o coordinates","k_index"
293.908,0.532044819022067,"gaug_before","sampling w/o coordinates","k_index"
361.056,0.531176189357885,"gaug_before","sampling w/o coordinates","k_index"
428.204,0.531176189357885,"gaug_before","sampling w/o coordinates","k_index"
495.352,0.531080860696858,"gaug_before","sampling w/o coordinates","k_index"
562.5,0.530894749632033,"gaug_before","sampling w/o coordinates","k_index"
629.648,0.530939970074626,"gaug_before","sampling w/o coordinates","k_index"
696.796,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
763.944,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
831.092,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
898.24,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
965.388,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
1032.536,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
1099.684,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
1166.832,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
1233.98,0.531377454093958,"gaug_before","sampling w/o coordinates","k_index"
