"cpom_cover","yhat","predictors","model","index"
1,2.52452352933002,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.45340515383416,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.45331647536821,"cpom_cover","sampling w/o coordinates","shannon_index"
