"conduct_after","yhat","predictors","model","index"
28.7,736.429684387434,"conduct_after","all predictors w/o coordinates","abundance"
55.7142857142857,736.866432575839,"conduct_after","all predictors w/o coordinates","abundance"
82.7285714285714,736.866432575839,"conduct_after","all predictors w/o coordinates","abundance"
109.742857142857,737.36766678909,"conduct_after","all predictors w/o coordinates","abundance"
136.757142857143,737.501925847061,"conduct_after","all predictors w/o coordinates","abundance"
163.771428571429,737.378884180394,"conduct_after","all predictors w/o coordinates","abundance"
190.785714285714,738.792797223872,"conduct_after","all predictors w/o coordinates","abundance"
217.8,738.565450484742,"conduct_after","all predictors w/o coordinates","abundance"
244.814285714286,737.832483869835,"conduct_after","all predictors w/o coordinates","abundance"
271.828571428571,726.282402233597,"conduct_after","all predictors w/o coordinates","abundance"
298.842857142857,723.061931046571,"conduct_after","all predictors w/o coordinates","abundance"
325.857142857143,720.643891726351,"conduct_after","all predictors w/o coordinates","abundance"
352.871428571429,720.247796367482,"conduct_after","all predictors w/o coordinates","abundance"
379.885714285714,719.86080125016,"conduct_after","all predictors w/o coordinates","abundance"
406.9,726.319837649268,"conduct_after","all predictors w/o coordinates","abundance"
433.914285714286,778.290490019966,"conduct_after","all predictors w/o coordinates","abundance"
460.928571428571,787.702358515177,"conduct_after","all predictors w/o coordinates","abundance"
487.942857142857,787.955914674598,"conduct_after","all predictors w/o coordinates","abundance"
514.957142857143,790.276455720146,"conduct_after","all predictors w/o coordinates","abundance"
541.971428571429,801.236806645549,"conduct_after","all predictors w/o coordinates","abundance"
568.985714285714,801.236806645549,"conduct_after","all predictors w/o coordinates","abundance"
596,801.236806645549,"conduct_after","all predictors w/o coordinates","abundance"
