"temp_after","yhat","predictors","model","index"
4.7,755.780640266755,"temp_after","all predictors w/ coordinates","abundance"
4.975,755.780640266755,"temp_after","all predictors w/ coordinates","abundance"
5.25,749.183039958113,"temp_after","all predictors w/ coordinates","abundance"
5.525,746.840888723545,"temp_after","all predictors w/ coordinates","abundance"
5.8,746.930283785273,"temp_after","all predictors w/ coordinates","abundance"
6.075,758.563140266755,"temp_after","all predictors w/ coordinates","abundance"
6.35,761.681533785273,"temp_after","all predictors w/ coordinates","abundance"
6.625,765.097851686508,"temp_after","all predictors w/ coordinates","abundance"
6.9,767.557288414903,"temp_after","all predictors w/ coordinates","abundance"
7.175,768.69462699515,"temp_after","all predictors w/ coordinates","abundance"
7.45,770.731022056878,"temp_after","all predictors w/ coordinates","abundance"
7.725,767.789762797619,"temp_after","all predictors w/ coordinates","abundance"
8,767.994883167989,"temp_after","all predictors w/ coordinates","abundance"
8.275,760.132486254409,"temp_after","all predictors w/ coordinates","abundance"
8.55,758.923419896385,"temp_after","all predictors w/ coordinates","abundance"
8.825,758.632818044533,"temp_after","all predictors w/ coordinates","abundance"
9.1,780.493647674162,"temp_after","all predictors w/ coordinates","abundance"
