"clog_6_class_int","yhat","predictors","model","index"
0,0.544327606676497,"clog_6_class","sampling w/o coordinates","k_index"
1,0.549696111781658,"clog_6_class","sampling w/o coordinates","k_index"
2,0.543852376252197,"clog_6_class","sampling w/o coordinates","k_index"
3,0.543852376252197,"clog_6_class","sampling w/o coordinates","k_index"
4,0.534926079618015,"clog_6_class","sampling w/o coordinates","k_index"
5,0.534926079618015,"clog_6_class","sampling w/o coordinates","k_index"
6,0.540251490936709,"clog_6_class","sampling w/o coordinates","k_index"
