"conduct_before","yhat","predictors","model","index"
28.8,0.5332702535666,"conduct_before","all predictors w/o coordinates","k_index"
61.2235294117647,0.5332702535666,"conduct_before","all predictors w/o coordinates","k_index"
93.6470588235294,0.5332702535666,"conduct_before","all predictors w/o coordinates","k_index"
126.070588235294,0.5332702535666,"conduct_before","all predictors w/o coordinates","k_index"
158.494117647059,0.532938085100539,"conduct_before","all predictors w/o coordinates","k_index"
190.917647058824,0.532710424317793,"conduct_before","all predictors w/o coordinates","k_index"
223.341176470588,0.532645285848913,"conduct_before","all predictors w/o coordinates","k_index"
255.764705882353,0.532645285848913,"conduct_before","all predictors w/o coordinates","k_index"
288.188235294118,0.532045332875737,"conduct_before","all predictors w/o coordinates","k_index"
320.611764705882,0.52887528465391,"conduct_before","all predictors w/o coordinates","k_index"
353.035294117647,0.530108308459778,"conduct_before","all predictors w/o coordinates","k_index"
385.458823529412,0.529723193294318,"conduct_before","all predictors w/o coordinates","k_index"
417.882352941177,0.531220891547269,"conduct_before","all predictors w/o coordinates","k_index"
450.305882352941,0.530656222423716,"conduct_before","all predictors w/o coordinates","k_index"
482.729411764706,0.527718182901721,"conduct_before","all predictors w/o coordinates","k_index"
515.152941176471,0.527602941210823,"conduct_before","all predictors w/o coordinates","k_index"
547.576470588235,0.527777279341819,"conduct_before","all predictors w/o coordinates","k_index"
580,0.527777279341819,"conduct_before","all predictors w/o coordinates","k_index"
