"y","yhat","predictors","model","index"
1118905.656,0.476189621655201,"y","sampling w/ coordinates","k_index"
1121771.19458,0.558529461975451,"y","sampling w/ coordinates","k_index"
1124636.73316,0.566247623413801,"y","sampling w/ coordinates","k_index"
1127502.27174,0.566247623413801,"y","sampling w/ coordinates","k_index"
1130367.81032,0.569530935613094,"y","sampling w/ coordinates","k_index"
1133233.3489,0.569530935613094,"y","sampling w/ coordinates","k_index"
1136098.88748,0.557100085265659,"y","sampling w/ coordinates","k_index"
1138964.42606,0.557100085265659,"y","sampling w/ coordinates","k_index"
1141829.96464,0.557100085265659,"y","sampling w/ coordinates","k_index"
1144695.50322,0.557100085265659,"y","sampling w/ coordinates","k_index"
1147561.0418,0.557100085265659,"y","sampling w/ coordinates","k_index"
1150426.58038,0.557044902402494,"y","sampling w/ coordinates","k_index"
1153292.11896,0.557044902402494,"y","sampling w/ coordinates","k_index"
1156157.65754,0.557044902402494,"y","sampling w/ coordinates","k_index"
1159023.19612,0.557262145879644,"y","sampling w/ coordinates","k_index"
1161888.7347,0.557262145879644,"y","sampling w/ coordinates","k_index"
1164754.27328,0.557262145879644,"y","sampling w/ coordinates","k_index"
1167619.81186,0.557262145879644,"y","sampling w/ coordinates","k_index"
1170485.35044,0.559387157084765,"y","sampling w/ coordinates","k_index"
1173350.88902,0.559387157084765,"y","sampling w/ coordinates","k_index"
1176216.4276,0.559791915808563,"y","sampling w/ coordinates","k_index"
1179081.96618,0.559791915808563,"y","sampling w/ coordinates","k_index"
1181947.50476,0.565590670332313,"y","sampling w/ coordinates","k_index"
1184813.04334,0.578086983964399,"y","sampling w/ coordinates","k_index"
1187678.58192,0.49425192301472,"y","sampling w/ coordinates","k_index"
1190544.1205,0.494845564442652,"y","sampling w/ coordinates","k_index"
1193409.65908,0.495164703922691,"y","sampling w/ coordinates","k_index"
1196275.19766,0.458589182476755,"y","sampling w/ coordinates","k_index"
1199140.73624,0.453137485724356,"y","sampling w/ coordinates","k_index"
1202006.27482,0.453292691321285,"y","sampling w/ coordinates","k_index"
1204871.8134,0.525137246551889,"y","sampling w/ coordinates","k_index"
1207737.35198,0.525137246551889,"y","sampling w/ coordinates","k_index"
1210602.89056,0.525137246551889,"y","sampling w/ coordinates","k_index"
1213468.42914,0.525137246551889,"y","sampling w/ coordinates","k_index"
1216333.96772,0.525137246551889,"y","sampling w/ coordinates","k_index"
1219199.5063,0.525097969022614,"y","sampling w/ coordinates","k_index"
1222065.04488,0.525097969022614,"y","sampling w/ coordinates","k_index"
1224930.58346,0.521377652400622,"y","sampling w/ coordinates","k_index"
1227796.12204,0.522819079941622,"y","sampling w/ coordinates","k_index"
1230661.66062,0.572283498666905,"y","sampling w/ coordinates","k_index"
1233527.1992,0.572283498666905,"y","sampling w/ coordinates","k_index"
1236392.73778,0.572283498666905,"y","sampling w/ coordinates","k_index"
1239258.27636,0.572283498666905,"y","sampling w/ coordinates","k_index"
1242123.81494,0.572283498666905,"y","sampling w/ coordinates","k_index"
1244989.35352,0.572283498666905,"y","sampling w/ coordinates","k_index"
1247854.8921,0.572283498666905,"y","sampling w/ coordinates","k_index"
1250720.43068,0.572283498666905,"y","sampling w/ coordinates","k_index"
1253585.96926,0.577183029165974,"y","sampling w/ coordinates","k_index"
1256451.50784,0.577183029165974,"y","sampling w/ coordinates","k_index"
1259317.04642,0.57279874301619,"y","sampling w/ coordinates","k_index"
1262182.585,0.610505252110737,"y","sampling w/ coordinates","k_index"
