"conduct_during","yhat","predictors","model","index"
28.7,781.074641534392,"conduct_during","all predictors w/o coordinates","abundance"
60.8941176470588,781.074641534392,"conduct_during","all predictors w/o coordinates","abundance"
93.0882352941176,781.074641534392,"conduct_during","all predictors w/o coordinates","abundance"
125.282352941176,781.074641534392,"conduct_during","all predictors w/o coordinates","abundance"
157.476470588235,780.515926719577,"conduct_during","all predictors w/o coordinates","abundance"
189.670588235294,780.314037830688,"conduct_during","all predictors w/o coordinates","abundance"
221.864705882353,779.643064065256,"conduct_during","all predictors w/o coordinates","abundance"
254.058823529412,779.625545546737,"conduct_during","all predictors w/o coordinates","abundance"
286.252941176471,779.3587585097,"conduct_during","all predictors w/o coordinates","abundance"
318.447058823529,772.864652954145,"conduct_during","all predictors w/o coordinates","abundance"
350.641176470588,758.159079982363,"conduct_during","all predictors w/o coordinates","abundance"
382.835294117647,759.491773037919,"conduct_during","all predictors w/o coordinates","abundance"
415.029411764706,762.906107142857,"conduct_during","all predictors w/o coordinates","abundance"
447.223529411765,770.856689395944,"conduct_during","all predictors w/o coordinates","abundance"
479.417647058823,785.325574581129,"conduct_during","all predictors w/o coordinates","abundance"
511.611764705882,786.867614704586,"conduct_during","all predictors w/o coordinates","abundance"
543.805882352941,787.819772111993,"conduct_during","all predictors w/o coordinates","abundance"
576,787.819772111993,"conduct_during","all predictors w/o coordinates","abundance"
