"moos_cover","yhat","predictors","model","index"
0,760.122146103117,"moos_cover","sampling w/ coordinates","abundance"
1,899.827264200516,"moos_cover","sampling w/ coordinates","abundance"
2,899.822422089343,"moos_cover","sampling w/ coordinates","abundance"
3,899.822422089343,"moos_cover","sampling w/ coordinates","abundance"
