"cat_velocity","yhat","predictors","model","index"
1,2.53442899648238,"cat_velocity","sampling w/o coordinates","shannon_index"
2,2.53442899648238,"cat_velocity","sampling w/o coordinates","shannon_index"
3,2.53908077782641,"cat_velocity","sampling w/o coordinates","shannon_index"
4,2.53306606246365,"cat_velocity","sampling w/o coordinates","shannon_index"
5,2.50841884557761,"cat_velocity","sampling w/o coordinates","shannon_index"
