"cpom_cover","yhat","predictors","model","index"
1,0.18668464670154,"cpom_cover","all predictors w/o coordinates","rel_abundance"
2,0.213456385682376,"cpom_cover","all predictors w/o coordinates","rel_abundance"
3,0.243649089610024,"cpom_cover","all predictors w/o coordinates","rel_abundance"
