"conduct_after","yhat","predictors","model","index"
28.7,0.53896652067264,"conduct_after","all predictors w/o coordinates","k_index"
61.3647058823529,0.53896652067264,"conduct_after","all predictors w/o coordinates","k_index"
94.0294117647059,0.53896652067264,"conduct_after","all predictors w/o coordinates","k_index"
126.694117647059,0.53896652067264,"conduct_after","all predictors w/o coordinates","k_index"
159.358823529412,0.539266528242364,"conduct_after","all predictors w/o coordinates","k_index"
192.023529411765,0.538601782987826,"conduct_after","all predictors w/o coordinates","k_index"
224.688235294118,0.538495534832798,"conduct_after","all predictors w/o coordinates","k_index"
257.352941176471,0.538495534832798,"conduct_after","all predictors w/o coordinates","k_index"
290.017647058824,0.535433821544747,"conduct_after","all predictors w/o coordinates","k_index"
322.682352941176,0.529051754429056,"conduct_after","all predictors w/o coordinates","k_index"
355.347058823529,0.529222412549678,"conduct_after","all predictors w/o coordinates","k_index"
388.011764705882,0.529893109986829,"conduct_after","all predictors w/o coordinates","k_index"
420.676470588235,0.529797318056544,"conduct_after","all predictors w/o coordinates","k_index"
453.341176470588,0.53080349203441,"conduct_after","all predictors w/o coordinates","k_index"
486.005882352941,0.529950505095069,"conduct_after","all predictors w/o coordinates","k_index"
518.670588235294,0.529439869821082,"conduct_after","all predictors w/o coordinates","k_index"
551.335294117647,0.529237144009245,"conduct_after","all predictors w/o coordinates","k_index"
584,0.529237144009245,"conduct_after","all predictors w/o coordinates","k_index"
