"cpom_cover","yhat","predictors","model","index"
1,0.541221541439706,"cpom_cover","sampling w/o coordinates","k_index"
2,0.553090347083271,"cpom_cover","sampling w/o coordinates","k_index"
3,0.561561243217787,"cpom_cover","sampling w/o coordinates","k_index"
