"moos_cover","yhat","predictors","model","index"
0,726.368250446043,"moos_cover","sampling w/o coordinates","abundance"
1,862.993014052294,"moos_cover","sampling w/o coordinates","abundance"
2,869.283385394502,"moos_cover","sampling w/o coordinates","abundance"
3,869.283385394502,"moos_cover","sampling w/o coordinates","abundance"
