"cat_velocity","yhat","predictors","model","index"
1,750.265355123414,"cat_velocity","sampling w/ coordinates","abundance"
2,750.265355123414,"cat_velocity","sampling w/ coordinates","abundance"
3,753.972626811928,"cat_velocity","sampling w/ coordinates","abundance"
4,766.443498028649,"cat_velocity","sampling w/ coordinates","abundance"
5,764.415649759543,"cat_velocity","sampling w/ coordinates","abundance"
