"clog_3_class_int","yhat","predictors","model","index"
0,0.53461757398271,"clog_3_class","sampling w/o coordinates","k_index"
1,0.530004641343993,"clog_3_class","sampling w/o coordinates","k_index"
2,0.509418885433934,"clog_3_class","sampling w/o coordinates","k_index"
