"temp_before","yhat","predictors","model","index"
4,743.532203758818,"temp_before","all predictors w/ coordinates","abundance"
4.29411764705882,743.262134314374,"temp_before","all predictors w/ coordinates","abundance"
4.58823529411765,755.437827656526,"temp_before","all predictors w/ coordinates","abundance"
4.88235294117647,760.797478891094,"temp_before","all predictors w/ coordinates","abundance"
5.17647058823529,761.358127039242,"temp_before","all predictors w/ coordinates","abundance"
5.47058823529412,758.248747409612,"temp_before","all predictors w/ coordinates","abundance"
5.76470588235294,757.759201421958,"temp_before","all predictors w/ coordinates","abundance"
6.05882352941176,758.186413613316,"temp_before","all predictors w/ coordinates","abundance"
6.35294117647059,758.226385835538,"temp_before","all predictors w/ coordinates","abundance"
6.64705882352941,763.725250033069,"temp_before","all predictors w/ coordinates","abundance"
6.94117647058824,765.872018551587,"temp_before","all predictors w/ coordinates","abundance"
7.23529411764706,771.785881205908,"temp_before","all predictors w/ coordinates","abundance"
7.52941176470588,769.031923798501,"temp_before","all predictors w/ coordinates","abundance"
7.82352941176471,771.503886452822,"temp_before","all predictors w/ coordinates","abundance"
8.11764705882353,773.16634710097,"temp_before","all predictors w/ coordinates","abundance"
8.41176470588235,778.882203736772,"temp_before","all predictors w/ coordinates","abundance"
8.70588235294118,779.804921329365,"temp_before","all predictors w/ coordinates","abundance"
9,779.804921329365,"temp_before","all predictors w/ coordinates","abundance"
