"x","yhat","predictors","model","index"
2575575.53,2.49482353799853,"x","all predictors w/ coordinates","shannon_index"
2579649.17396,2.49201420441836,"x","all predictors w/ coordinates","shannon_index"
2583722.81792,2.49146869490515,"x","all predictors w/ coordinates","shannon_index"
2587796.46188,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2591870.10584,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2595943.7498,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2600017.39376,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2604091.03772,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2608164.68168,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2612238.32564,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2616311.9696,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2620385.61356,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2624459.25752,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2628532.90148,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2632606.54544,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2636680.1894,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2640753.83336,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2644827.47732,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2648901.12128,2.48973278224501,"x","all predictors w/ coordinates","shannon_index"
2652974.76524,2.4895203965785,"x","all predictors w/ coordinates","shannon_index"
2657048.4092,2.49056841253793,"x","all predictors w/ coordinates","shannon_index"
2661122.05316,2.49065777923795,"x","all predictors w/ coordinates","shannon_index"
2665195.69712,2.49065777923795,"x","all predictors w/ coordinates","shannon_index"
2669269.34108,2.49065777923795,"x","all predictors w/ coordinates","shannon_index"
2673342.98504,2.49065777923795,"x","all predictors w/ coordinates","shannon_index"
2677416.629,2.49065777923795,"x","all predictors w/ coordinates","shannon_index"
2681490.27296,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2685563.91692,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2689637.56088,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2693711.20484,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2697784.8488,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2701858.49276,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2705932.13672,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2710005.78068,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2714079.42464,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2718153.0686,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2722226.71256,2.49090153990681,"x","all predictors w/ coordinates","shannon_index"
2726300.35652,2.50043118317918,"x","all predictors w/ coordinates","shannon_index"
2730374.00048,2.52356426306232,"x","all predictors w/ coordinates","shannon_index"
2734447.64444,2.53068938526931,"x","all predictors w/ coordinates","shannon_index"
2738521.2884,2.53235268682637,"x","all predictors w/ coordinates","shannon_index"
2742594.93236,2.53266449489957,"x","all predictors w/ coordinates","shannon_index"
2746668.57632,2.52848096705339,"x","all predictors w/ coordinates","shannon_index"
2750742.22028,2.52932702712788,"x","all predictors w/ coordinates","shannon_index"
2754815.86424,2.52901386784582,"x","all predictors w/ coordinates","shannon_index"
2758889.5082,2.52851653436114,"x","all predictors w/ coordinates","shannon_index"
2762963.15216,2.52639786572379,"x","all predictors w/ coordinates","shannon_index"
2767036.79612,2.52639786572379,"x","all predictors w/ coordinates","shannon_index"
2771110.44008,2.52535126360355,"x","all predictors w/ coordinates","shannon_index"
2775184.08404,2.51843711652758,"x","all predictors w/ coordinates","shannon_index"
2779257.728,2.50473625154841,"x","all predictors w/ coordinates","shannon_index"
