"cpom_cover","yhat","predictors","model","index"
1,0.531327990404455,"cpom_cover","sampling w/ coordinates","k_index"
2,0.535055674514505,"cpom_cover","sampling w/ coordinates","k_index"
3,0.544837871776212,"cpom_cover","sampling w/ coordinates","k_index"
