"pH_after","yhat","predictors","model","index"
7.23,760.269734281305,"pH_after","all predictors w/ coordinates","abundance"
7.33733333333333,760.269734281305,"pH_after","all predictors w/ coordinates","abundance"
7.44466666666667,760.269734281305,"pH_after","all predictors w/ coordinates","abundance"
7.552,760.270604651676,"pH_after","all predictors w/ coordinates","abundance"
7.65933333333333,759.524312213404,"pH_after","all predictors w/ coordinates","abundance"
7.76666666666667,759.715937213404,"pH_after","all predictors w/ coordinates","abundance"
7.874,756.739130886243,"pH_after","all predictors w/ coordinates","abundance"
7.98133333333333,757.520931812169,"pH_after","all predictors w/ coordinates","abundance"
8.08866666666667,760.218252799824,"pH_after","all predictors w/ coordinates","abundance"
8.196,761.389289836861,"pH_after","all predictors w/ coordinates","abundance"
8.30333333333333,755.645089550265,"pH_after","all predictors w/ coordinates","abundance"
8.41066666666667,755.07881223545,"pH_after","all predictors w/ coordinates","abundance"
8.518,766.529308377425,"pH_after","all predictors w/ coordinates","abundance"
8.62533333333333,758.314692636684,"pH_after","all predictors w/ coordinates","abundance"
8.73266666666667,774.948586155203,"pH_after","all predictors w/ coordinates","abundance"
8.84,775.131484303351,"pH_after","all predictors w/ coordinates","abundance"
