"turb_before","yhat","predictors","model","index"
0.29,0.18959505351206,"turb_before","all predictors w/o coordinates","rel_abundance"
4.45863636363636,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
8.62727272727273,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
12.7959090909091,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
16.9645454545455,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
21.1331818181818,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
25.3018181818182,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
29.4704545454545,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
33.6390909090909,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
37.8077272727273,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
41.9763636363636,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
46.145,0.18798250921437,"turb_before","all predictors w/o coordinates","rel_abundance"
50.3136363636364,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
54.4822727272727,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
58.6509090909091,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
62.8195454545454,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
66.9881818181818,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
71.1568181818182,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
75.3254545454545,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
79.4940909090909,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
83.6627272727273,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
87.8313636363636,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
92,0.187686718506266,"turb_before","all predictors w/o coordinates","rel_abundance"
