"ox_after","yhat","predictors","model","index"
8.05,0.522666189911773,"ox_after","all predictors w/o coordinates","k_index"
8.37823529411765,0.522666189911773,"ox_after","all predictors w/o coordinates","k_index"
8.70647058823529,0.522666189911773,"ox_after","all predictors w/o coordinates","k_index"
9.03470588235294,0.522666189911773,"ox_after","all predictors w/o coordinates","k_index"
9.36294117647059,0.521546127208274,"ox_after","all predictors w/o coordinates","k_index"
9.69117647058824,0.522066978911791,"ox_after","all predictors w/o coordinates","k_index"
10.0194117647059,0.521975114590191,"ox_after","all predictors w/o coordinates","k_index"
10.3476470588235,0.522017933682293,"ox_after","all predictors w/o coordinates","k_index"
10.6758823529412,0.52259990749761,"ox_after","all predictors w/o coordinates","k_index"
11.0041176470588,0.524171236513459,"ox_after","all predictors w/o coordinates","k_index"
11.3323529411765,0.530219962029,"ox_after","all predictors w/o coordinates","k_index"
11.6605882352941,0.529754586880252,"ox_after","all predictors w/o coordinates","k_index"
11.9888235294118,0.529865088088662,"ox_after","all predictors w/o coordinates","k_index"
12.3170588235294,0.531665893563401,"ox_after","all predictors w/o coordinates","k_index"
12.6452941176471,0.534379311121993,"ox_after","all predictors w/o coordinates","k_index"
12.9735294117647,0.534546723404021,"ox_after","all predictors w/o coordinates","k_index"
13.3017647058824,0.539438787192264,"ox_after","all predictors w/o coordinates","k_index"
13.63,0.542248948428753,"ox_after","all predictors w/o coordinates","k_index"
