"clog_3_class_int","yhat","predictors","model","index"
0,802.296302875982,"clog_3_class","sampling w/ coordinates","abundance"
1,694.66927602413,"clog_3_class","sampling w/ coordinates","abundance"
2,649.698416764871,"clog_3_class","sampling w/ coordinates","abundance"
