"ox_after","yhat","predictors","model","index"
8.05,0.187937922012466,"ox_after","all predictors w/ coordinates","rel_abundance"
8.37823529411765,0.187937922012466,"ox_after","all predictors w/ coordinates","rel_abundance"
8.70647058823529,0.187937922012466,"ox_after","all predictors w/ coordinates","rel_abundance"
9.03470588235294,0.187937922012466,"ox_after","all predictors w/ coordinates","rel_abundance"
9.36294117647059,0.187880748314594,"ox_after","all predictors w/ coordinates","rel_abundance"
9.69117647058824,0.187871388513114,"ox_after","all predictors w/ coordinates","rel_abundance"
10.0194117647059,0.188038296475938,"ox_after","all predictors w/ coordinates","rel_abundance"
10.3476470588235,0.188029101632119,"ox_after","all predictors w/ coordinates","rel_abundance"
10.6758823529412,0.188709262780887,"ox_after","all predictors w/ coordinates","rel_abundance"
11.0041176470588,0.188979480400539,"ox_after","all predictors w/ coordinates","rel_abundance"
11.3323529411765,0.191149161736718,"ox_after","all predictors w/ coordinates","rel_abundance"
11.6605882352941,0.193993997900006,"ox_after","all predictors w/ coordinates","rel_abundance"
11.9888235294118,0.193862785876071,"ox_after","all predictors w/ coordinates","rel_abundance"
12.3170588235294,0.19404081088155,"ox_after","all predictors w/ coordinates","rel_abundance"
12.6452941176471,0.194957996342291,"ox_after","all predictors w/ coordinates","rel_abundance"
12.9735294117647,0.195467141917265,"ox_after","all predictors w/ coordinates","rel_abundance"
13.3017647058824,0.197522012256685,"ox_after","all predictors w/ coordinates","rel_abundance"
13.63,0.210150972349612,"ox_after","all predictors w/ coordinates","rel_abundance"
