"z","yhat","predictors","model","index"
229.672,744.451169433422,"z","all predictors w/ coordinates","abundance"
253.0755,755.138887643298,"z","all predictors w/ coordinates","abundance"
276.479,757.797023137125,"z","all predictors w/ coordinates","abundance"
299.8825,760.409222211199,"z","all predictors w/ coordinates","abundance"
323.286,760.409222211199,"z","all predictors w/ coordinates","abundance"
346.6895,760.430438260582,"z","all predictors w/ coordinates","abundance"
370.093,765.715641964286,"z","all predictors w/ coordinates","abundance"
393.4965,766.626688260582,"z","all predictors w/ coordinates","abundance"
416.9,766.869049371693,"z","all predictors w/ coordinates","abundance"
440.3035,766.75134258157,"z","all predictors w/ coordinates","abundance"
463.707,769.945672828483,"z","all predictors w/ coordinates","abundance"
487.1105,780.591720667989,"z","all predictors w/ coordinates","abundance"
510.514,780.688674371693,"z","all predictors w/ coordinates","abundance"
533.9175,784.146950606261,"z","all predictors w/ coordinates","abundance"
557.321,782.18833332231,"z","all predictors w/ coordinates","abundance"
580.7245,781.248171593915,"z","all predictors w/ coordinates","abundance"
604.128,776.533704618607,"z","all predictors w/ coordinates","abundance"
627.5315,776.854584248236,"z","all predictors w/ coordinates","abundance"
650.935,776.850584248236,"z","all predictors w/ coordinates","abundance"
674.3385,777.704149063051,"z","all predictors w/ coordinates","abundance"
697.742,778.86378332231,"z","all predictors w/ coordinates","abundance"
721.1455,778.561144433422,"z","all predictors w/ coordinates","abundance"
744.549,778.699653692681,"z","all predictors w/ coordinates","abundance"
767.9525,778.699653692681,"z","all predictors w/ coordinates","abundance"
791.356,785.396384402557,"z","all predictors w/ coordinates","abundance"
814.7595,783.436671439594,"z","all predictors w/ coordinates","abundance"
838.163,782.059026223545,"z","all predictors w/ coordinates","abundance"
861.5665,782.059026223545,"z","all predictors w/ coordinates","abundance"
884.97,781.717115729718,"z","all predictors w/ coordinates","abundance"
908.3735,781.717115729718,"z","all predictors w/ coordinates","abundance"
931.777,781.746939803792,"z","all predictors w/ coordinates","abundance"
955.1805,781.773606470459,"z","all predictors w/ coordinates","abundance"
978.584,781.758317118607,"z","all predictors w/ coordinates","abundance"
1001.9875,781.020094896385,"z","all predictors w/ coordinates","abundance"
1025.391,781.020094896385,"z","all predictors w/ coordinates","abundance"
1048.7945,781.020094896385,"z","all predictors w/ coordinates","abundance"
1072.198,781.020094896385,"z","all predictors w/ coordinates","abundance"
1095.6015,780.144942118607,"z","all predictors w/ coordinates","abundance"
1119.005,779.309803229718,"z","all predictors w/ coordinates","abundance"
1142.4085,779.309803229718,"z","all predictors w/ coordinates","abundance"
1165.812,779.991000760582,"z","all predictors w/ coordinates","abundance"
1189.2155,779.991000760582,"z","all predictors w/ coordinates","abundance"
1212.619,779.991000760582,"z","all predictors w/ coordinates","abundance"
1236.0225,779.991000760582,"z","all predictors w/ coordinates","abundance"
1259.426,779.991000760582,"z","all predictors w/ coordinates","abundance"
1282.8295,780.655585637125,"z","all predictors w/ coordinates","abundance"
1306.233,780.655585637125,"z","all predictors w/ coordinates","abundance"
1329.6365,780.655585637125,"z","all predictors w/ coordinates","abundance"
1353.04,780.655585637125,"z","all predictors w/ coordinates","abundance"
1376.4435,780.655585637125,"z","all predictors w/ coordinates","abundance"
1399.847,781.393819433422,"z","all predictors w/ coordinates","abundance"
