"temp_after","yhat","predictors","model","index"
5.3,727.734756216104,"temp_after","all predictors w/o coordinates","abundance"
5.555,718.126206293388,"temp_after","all predictors w/o coordinates","abundance"
5.81,717.834481414161,"temp_after","all predictors w/o coordinates","abundance"
6.065,726.530222050959,"temp_after","all predictors w/o coordinates","abundance"
6.32,729.467325483035,"temp_after","all predictors w/o coordinates","abundance"
6.575,747.168836074817,"temp_after","all predictors w/o coordinates","abundance"
6.83,746.558563450018,"temp_after","all predictors w/o coordinates","abundance"
7.085,745.507114951053,"temp_after","all predictors w/o coordinates","abundance"
7.34,745.729238346498,"temp_after","all predictors w/o coordinates","abundance"
7.595,747.221905366857,"temp_after","all predictors w/o coordinates","abundance"
7.85,747.789330056298,"temp_after","all predictors w/o coordinates","abundance"
8.105,746.699018242797,"temp_after","all predictors w/o coordinates","abundance"
8.36,744.420276517427,"temp_after","all predictors w/o coordinates","abundance"
8.615,744.464005502934,"temp_after","all predictors w/o coordinates","abundance"
8.87,745.110965889408,"temp_after","all predictors w/o coordinates","abundance"
9.125,748.562189237075,"temp_after","all predictors w/o coordinates","abundance"
9.38,747.788456248807,"temp_after","all predictors w/o coordinates","abundance"
9.635,748.076072553155,"temp_after","all predictors w/o coordinates","abundance"
9.89,748.432776659435,"temp_after","all predictors w/o coordinates","abundance"
10.145,748.589078591802,"temp_after","all predictors w/o coordinates","abundance"
10.4,748.674354557986,"temp_after","all predictors w/o coordinates","abundance"
