"cat_velocity","yhat","predictors","model","index"
1,2.45809100611902,"cat_velocity","sampling w/ coordinates","shannon_index"
2,2.48404046558401,"cat_velocity","sampling w/ coordinates","shannon_index"
3,2.52601736662464,"cat_velocity","sampling w/ coordinates","shannon_index"
4,2.52603707566572,"cat_velocity","sampling w/ coordinates","shannon_index"
5,2.51192648577225,"cat_velocity","sampling w/ coordinates","shannon_index"
