"ox_after","yhat","predictors","model","index"
8.05,719.188890161049,"ox_after","all predictors w/o coordinates","abundance"
8.30363636363636,719.188890161049,"ox_after","all predictors w/o coordinates","abundance"
8.55727272727273,719.188890161049,"ox_after","all predictors w/o coordinates","abundance"
8.81090909090909,719.188890161049,"ox_after","all predictors w/o coordinates","abundance"
9.06454545454546,725.578388776363,"ox_after","all predictors w/o coordinates","abundance"
9.31818181818182,725.923896626605,"ox_after","all predictors w/o coordinates","abundance"
9.57181818181818,725.998914742547,"ox_after","all predictors w/o coordinates","abundance"
9.82545454545455,726.280407365202,"ox_after","all predictors w/o coordinates","abundance"
10.0790909090909,726.328169873828,"ox_after","all predictors w/o coordinates","abundance"
10.3327272727273,725.112044528763,"ox_after","all predictors w/o coordinates","abundance"
10.5863636363636,725.428701015995,"ox_after","all predictors w/o coordinates","abundance"
10.84,724.976684328416,"ox_after","all predictors w/o coordinates","abundance"
11.0936363636364,719.307753634432,"ox_after","all predictors w/o coordinates","abundance"
11.3472727272727,720.681955110694,"ox_after","all predictors w/o coordinates","abundance"
11.6009090909091,736.008420315328,"ox_after","all predictors w/o coordinates","abundance"
11.8545454545455,735.48738843127,"ox_after","all predictors w/o coordinates","abundance"
12.1081818181818,737.588741685685,"ox_after","all predictors w/o coordinates","abundance"
12.3618181818182,737.859327957384,"ox_after","all predictors w/o coordinates","abundance"
12.6154545454545,742.22328853292,"ox_after","all predictors w/o coordinates","abundance"
12.8690909090909,743.081991345204,"ox_after","all predictors w/o coordinates","abundance"
13.1227272727273,767.951172658275,"ox_after","all predictors w/o coordinates","abundance"
13.3763636363636,769.263639739021,"ox_after","all predictors w/o coordinates","abundance"
13.63,820.053161959735,"ox_after","all predictors w/o coordinates","abundance"
