"cat_velocity","yhat","predictors","model","index"
1,0.539864682127199,"cat_velocity","all predictors w/o coordinates","k_index"
2,0.540049803084439,"cat_velocity","all predictors w/o coordinates","k_index"
3,0.54079516411207,"cat_velocity","all predictors w/o coordinates","k_index"
4,0.542055025749673,"cat_velocity","all predictors w/o coordinates","k_index"
5,0.541636095747854,"cat_velocity","all predictors w/o coordinates","k_index"
