"cat_velocity","yhat","predictors","model","index"
1,2.49331284626741,"cat_velocity","sampling w/ coordinates","shannon_index"
2,2.50679307216154,"cat_velocity","sampling w/ coordinates","shannon_index"
3,2.52984922929103,"cat_velocity","sampling w/ coordinates","shannon_index"
4,2.53426590034237,"cat_velocity","sampling w/ coordinates","shannon_index"
5,2.51961977380516,"cat_velocity","sampling w/ coordinates","shannon_index"
