"sub_type_int","yhat","predictors","model","index"
0,0.538089904653253,"sub_type","sampling w/o coordinates","k_index"
1,0.538089904653253,"sub_type","sampling w/o coordinates","k_index"
2,0.542214958062581,"sub_type","sampling w/o coordinates","k_index"
3,0.543026176220324,"sub_type","sampling w/o coordinates","k_index"
