"z","yhat","predictors","model","index"
229.672,1.83246876648627,"z","sampling w/o coordinates","shannon_index"
253.0755,2.60067827502886,"z","sampling w/o coordinates","shannon_index"
276.479,2.60870413460593,"z","sampling w/o coordinates","shannon_index"
299.8825,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
323.286,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
346.6895,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
370.093,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
393.4965,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
416.9,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
440.3035,2.63604985587839,"z","sampling w/o coordinates","shannon_index"
463.707,2.64357436934243,"z","sampling w/o coordinates","shannon_index"
487.1105,2.68219252513803,"z","sampling w/o coordinates","shannon_index"
510.514,2.68219252513803,"z","sampling w/o coordinates","shannon_index"
533.9175,2.63333115283994,"z","sampling w/o coordinates","shannon_index"
557.321,2.69980212074259,"z","sampling w/o coordinates","shannon_index"
580.7245,2.8039139666851,"z","sampling w/o coordinates","shannon_index"
604.128,2.8340986703617,"z","sampling w/o coordinates","shannon_index"
627.5315,2.78690989488277,"z","sampling w/o coordinates","shannon_index"
650.935,2.78690989488277,"z","sampling w/o coordinates","shannon_index"
674.3385,2.78849179135716,"z","sampling w/o coordinates","shannon_index"
697.742,2.78849179135716,"z","sampling w/o coordinates","shannon_index"
721.1455,2.78849179135716,"z","sampling w/o coordinates","shannon_index"
744.549,2.79551732864069,"z","sampling w/o coordinates","shannon_index"
767.9525,2.79551732864069,"z","sampling w/o coordinates","shannon_index"
791.356,2.76119496619356,"z","sampling w/o coordinates","shannon_index"
814.7595,2.76119496619356,"z","sampling w/o coordinates","shannon_index"
838.163,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
861.5665,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
884.97,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
908.3735,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
931.777,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
955.1805,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
978.584,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1001.9875,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1025.391,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1048.7945,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1072.198,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1095.6015,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1119.005,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1142.4085,2.68588124669116,"z","sampling w/o coordinates","shannon_index"
1165.812,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1189.2155,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1212.619,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1236.0225,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1259.426,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1282.8295,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1306.233,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1329.6365,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1353.04,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1376.4435,2.64171397599621,"z","sampling w/o coordinates","shannon_index"
1399.847,2.20096255509534,"z","sampling w/o coordinates","shannon_index"
