"y","yhat","predictors","model","index"
1118905.656,0.249478705572309,"y","velocity w/ coordinates","rel_abundance"
1121771.19458,0.257939820936709,"y","velocity w/ coordinates","rel_abundance"
1124636.73316,0.291657184733561,"y","velocity w/ coordinates","rel_abundance"
1127502.27174,0.291523894053642,"y","velocity w/ coordinates","rel_abundance"
1130367.81032,0.319044880706955,"y","velocity w/ coordinates","rel_abundance"
1133233.3489,0.319044880706955,"y","velocity w/ coordinates","rel_abundance"
1136098.88748,0.27319968474546,"y","velocity w/ coordinates","rel_abundance"
1138964.42606,0.27319968474546,"y","velocity w/ coordinates","rel_abundance"
1141829.96464,0.27319968474546,"y","velocity w/ coordinates","rel_abundance"
1144695.50322,0.27319968474546,"y","velocity w/ coordinates","rel_abundance"
1147561.0418,0.272389802322895,"y","velocity w/ coordinates","rel_abundance"
1150426.58038,0.27751096803695,"y","velocity w/ coordinates","rel_abundance"
1153292.11896,0.232621202435069,"y","velocity w/ coordinates","rel_abundance"
1156157.65754,0.232597525593721,"y","velocity w/ coordinates","rel_abundance"
1159023.19612,0.233112388169738,"y","velocity w/ coordinates","rel_abundance"
1161888.7347,0.231625585023452,"y","velocity w/ coordinates","rel_abundance"
1164754.27328,0.231625585023452,"y","velocity w/ coordinates","rel_abundance"
1167619.81186,0.231625585023452,"y","velocity w/ coordinates","rel_abundance"
1170485.35044,0.228017172827903,"y","velocity w/ coordinates","rel_abundance"
1173350.88902,0.228017172827903,"y","velocity w/ coordinates","rel_abundance"
1176216.4276,0.280483264131127,"y","velocity w/ coordinates","rel_abundance"
1179081.96618,0.280436209782406,"y","velocity w/ coordinates","rel_abundance"
1181947.50476,0.226440773931918,"y","velocity w/ coordinates","rel_abundance"
1184813.04334,0.225065068790206,"y","velocity w/ coordinates","rel_abundance"
1187678.58192,0.162756605399341,"y","velocity w/ coordinates","rel_abundance"
1190544.1205,0.162262393627316,"y","velocity w/ coordinates","rel_abundance"
1193409.65908,0.171600002765276,"y","velocity w/ coordinates","rel_abundance"
1196275.19766,0.145583681208168,"y","velocity w/ coordinates","rel_abundance"
1199140.73624,0.154354394938478,"y","velocity w/ coordinates","rel_abundance"
1202006.27482,0.144169110661972,"y","velocity w/ coordinates","rel_abundance"
1204871.8134,0.143111561333407,"y","velocity w/ coordinates","rel_abundance"
1207737.35198,0.143111561333407,"y","velocity w/ coordinates","rel_abundance"
1210602.89056,0.143111561333407,"y","velocity w/ coordinates","rel_abundance"
1213468.42914,0.143111561333407,"y","velocity w/ coordinates","rel_abundance"
1216333.96772,0.143277652189782,"y","velocity w/ coordinates","rel_abundance"
1219199.5063,0.143277652189782,"y","velocity w/ coordinates","rel_abundance"
1222065.04488,0.14333976945663,"y","velocity w/ coordinates","rel_abundance"
1224930.58346,0.143232272643622,"y","velocity w/ coordinates","rel_abundance"
1227796.12204,0.14306039111236,"y","velocity w/ coordinates","rel_abundance"
1230661.66062,0.158046983665338,"y","velocity w/ coordinates","rel_abundance"
1233527.1992,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1236392.73778,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1239258.27636,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1242123.81494,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1244989.35352,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1247854.8921,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1250720.43068,0.162351402005664,"y","velocity w/ coordinates","rel_abundance"
1253585.96926,0.281551752653387,"y","velocity w/ coordinates","rel_abundance"
1256451.50784,0.281551752653387,"y","velocity w/ coordinates","rel_abundance"
1259317.04642,0.284035657773967,"y","velocity w/ coordinates","rel_abundance"
1262182.585,0.279218806091834,"y","velocity w/ coordinates","rel_abundance"
