"cat_velocity","yhat","predictors","model","index"
1,2.53069554486622,"cat_velocity","sampling w/ coordinates","shannon_index"
2,2.53069554486622,"cat_velocity","sampling w/ coordinates","shannon_index"
3,2.53026264709317,"cat_velocity","sampling w/ coordinates","shannon_index"
4,2.53022891248542,"cat_velocity","sampling w/ coordinates","shannon_index"
5,2.52432728163586,"cat_velocity","sampling w/ coordinates","shannon_index"
