"sub_type_int","yhat","predictors","model","index"
0,0.195384461131956,"sub_type","sampling w/ coordinates","rel_abundance"
1,0.195384461131956,"sub_type","sampling w/ coordinates","rel_abundance"
2,0.195777510971917,"sub_type","sampling w/ coordinates","rel_abundance"
3,0.193571859886948,"sub_type","sampling w/ coordinates","rel_abundance"
