"sub_type_int","yhat","predictors","model","index"
0,2.68523685987795,"sub_type","all predictors w/o coordinates","shannon_index"
1,2.68105588245046,"sub_type","all predictors w/o coordinates","shannon_index"
2,2.67317952203159,"sub_type","all predictors w/o coordinates","shannon_index"
3,2.67010180727539,"sub_type","all predictors w/o coordinates","shannon_index"
