"moos_cover","yhat","predictors","model","index"
0,2.51040203078027,"moos_cover","all predictors w/ coordinates","shannon_index"
1,2.52551976002615,"moos_cover","all predictors w/ coordinates","shannon_index"
2,2.49096103180202,"moos_cover","all predictors w/ coordinates","shannon_index"
3,2.4960647248689,"moos_cover","all predictors w/ coordinates","shannon_index"
