"temp_after","yhat","predictors","model","index"
4.7,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
4.975,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
5.25,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
5.525,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
5.8,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
6.075,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
6.35,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
6.625,0.532202794103931,"temp_after","sampling w/ coordinates","k_index"
6.9,0.530325668613336,"temp_after","sampling w/ coordinates","k_index"
7.175,0.530325668613336,"temp_after","sampling w/ coordinates","k_index"
7.45,0.530325668613336,"temp_after","sampling w/ coordinates","k_index"
7.725,0.530204486120864,"temp_after","sampling w/ coordinates","k_index"
8,0.530204486120864,"temp_after","sampling w/ coordinates","k_index"
8.275,0.530241555229791,"temp_after","sampling w/ coordinates","k_index"
8.55,0.529923122980916,"temp_after","sampling w/ coordinates","k_index"
8.825,0.530054489234991,"temp_after","sampling w/ coordinates","k_index"
9.1,0.531246138545005,"temp_after","sampling w/ coordinates","k_index"
