"clog_6_class_int","yhat","predictors","model","index"
0,0.544086583768544,"clog_6_class","sampling w/o coordinates","k_index"
1,0.544520004126041,"clog_6_class","sampling w/o coordinates","k_index"
2,0.538900660431903,"clog_6_class","sampling w/o coordinates","k_index"
3,0.538900660431903,"clog_6_class","sampling w/o coordinates","k_index"
4,0.50748447341523,"clog_6_class","sampling w/o coordinates","k_index"
5,0.50748447341523,"clog_6_class","sampling w/o coordinates","k_index"
6,0.506153535948175,"clog_6_class","sampling w/o coordinates","k_index"
