"cpom_cover","yhat","predictors","model","index"
1,2.50924631736022,"cpom_cover","all predictors w/o coordinates","shannon_index"
2,2.50863497208652,"cpom_cover","all predictors w/o coordinates","shannon_index"
3,2.50901006457382,"cpom_cover","all predictors w/o coordinates","shannon_index"
