"cat_velocity","yhat","predictors","model","index"
1,803.007239803792,"cat_velocity","all predictors w/ coordinates","abundance"
2,787.936471285273,"cat_velocity","all predictors w/ coordinates","abundance"
3,763.448552766755,"cat_velocity","all predictors w/ coordinates","abundance"
4,756.557770359348,"cat_velocity","all predictors w/ coordinates","abundance"
5,755.487827458113,"cat_velocity","all predictors w/ coordinates","abundance"
