"clog_6_class_int","yhat","predictors","model","index"
0,753.234824272417,"clog_6_class","all predictors w/o coordinates","abundance"
1,749.422382330036,"clog_6_class","all predictors w/o coordinates","abundance"
2,735.208338107026,"clog_6_class","all predictors w/o coordinates","abundance"
3,726.66250846043,"clog_6_class","all predictors w/o coordinates","abundance"
4,709.701267659468,"clog_6_class","all predictors w/o coordinates","abundance"
5,696.232166862413,"clog_6_class","all predictors w/o coordinates","abundance"
6,694.190386108666,"clog_6_class","all predictors w/o coordinates","abundance"
