"conduct_during","yhat","predictors","model","index"
28.7,0.187628030925565,"conduct_during","all predictors w/o coordinates","rel_abundance"
55.1681818181818,0.187714913662383,"conduct_during","all predictors w/o coordinates","rel_abundance"
81.6363636363636,0.188054362779242,"conduct_during","all predictors w/o coordinates","rel_abundance"
108.104545454545,0.188054362779242,"conduct_during","all predictors w/o coordinates","rel_abundance"
134.572727272727,0.188140655782037,"conduct_during","all predictors w/o coordinates","rel_abundance"
161.040909090909,0.188140655782037,"conduct_during","all predictors w/o coordinates","rel_abundance"
187.509090909091,0.188675558288481,"conduct_during","all predictors w/o coordinates","rel_abundance"
213.977272727273,0.188692699721558,"conduct_during","all predictors w/o coordinates","rel_abundance"
240.445454545455,0.187248580226312,"conduct_during","all predictors w/o coordinates","rel_abundance"
266.913636363636,0.183588359196119,"conduct_during","all predictors w/o coordinates","rel_abundance"
293.381818181818,0.181388175417701,"conduct_during","all predictors w/o coordinates","rel_abundance"
319.85,0.18129965131492,"conduct_during","all predictors w/o coordinates","rel_abundance"
346.318181818182,0.181165459790427,"conduct_during","all predictors w/o coordinates","rel_abundance"
372.786363636364,0.180961388223495,"conduct_during","all predictors w/o coordinates","rel_abundance"
399.254545454545,0.182831986657749,"conduct_during","all predictors w/o coordinates","rel_abundance"
425.722727272727,0.204606788738291,"conduct_during","all predictors w/o coordinates","rel_abundance"
452.190909090909,0.207280983580181,"conduct_during","all predictors w/o coordinates","rel_abundance"
478.659090909091,0.209330721966302,"conduct_during","all predictors w/o coordinates","rel_abundance"
505.127272727273,0.210101155411045,"conduct_during","all predictors w/o coordinates","rel_abundance"
531.595454545454,0.210354555964873,"conduct_during","all predictors w/o coordinates","rel_abundance"
558.063636363636,0.217440996511124,"conduct_during","all predictors w/o coordinates","rel_abundance"
584.531818181818,0.217440996511124,"conduct_during","all predictors w/o coordinates","rel_abundance"
611,0.217440996511124,"conduct_during","all predictors w/o coordinates","rel_abundance"
