"pH_before","yhat","predictors","model","index"
6.72,0.530574859643549,"pH_before","all predictors w/o coordinates","k_index"
6.87142857142857,0.530574859643549,"pH_before","all predictors w/o coordinates","k_index"
7.02285714285714,0.530574859643549,"pH_before","all predictors w/o coordinates","k_index"
7.17428571428571,0.529326478756321,"pH_before","all predictors w/o coordinates","k_index"
7.32571428571429,0.529254021337214,"pH_before","all predictors w/o coordinates","k_index"
7.47714285714286,0.52905414368167,"pH_before","all predictors w/o coordinates","k_index"
7.62857142857143,0.529140495195295,"pH_before","all predictors w/o coordinates","k_index"
7.78,0.530055417789521,"pH_before","all predictors w/o coordinates","k_index"
7.93142857142857,0.530055417789521,"pH_before","all predictors w/o coordinates","k_index"
8.08285714285714,0.529847072673384,"pH_before","all predictors w/o coordinates","k_index"
8.23428571428571,0.531677997855986,"pH_before","all predictors w/o coordinates","k_index"
8.38571428571429,0.53133108315605,"pH_before","all predictors w/o coordinates","k_index"
8.53714285714286,0.531575322586145,"pH_before","all predictors w/o coordinates","k_index"
8.68857142857143,0.532603981307445,"pH_before","all predictors w/o coordinates","k_index"
8.84,0.527336362173732,"pH_before","all predictors w/o coordinates","k_index"
