"turb_before","yhat","predictors","model","index"
0.29,733.418664379542,"turb_before","all predictors w/ coordinates","abundance"
5.68470588235294,774.068595851764,"turb_before","all predictors w/ coordinates","abundance"
11.0794117647059,774.068595851764,"turb_before","all predictors w/ coordinates","abundance"
16.4741176470588,774.068595851764,"turb_before","all predictors w/ coordinates","abundance"
21.8688235294118,778.564613591329,"turb_before","all predictors w/ coordinates","abundance"
27.2635294117647,778.564613591329,"turb_before","all predictors w/ coordinates","abundance"
32.6582352941176,778.564613591329,"turb_before","all predictors w/ coordinates","abundance"
38.0529411764706,778.564613591329,"turb_before","all predictors w/ coordinates","abundance"
43.4476470588235,778.564613591329,"turb_before","all predictors w/ coordinates","abundance"
48.8423529411765,778.288444675985,"turb_before","all predictors w/ coordinates","abundance"
54.2370588235294,778.288444675985,"turb_before","all predictors w/ coordinates","abundance"
59.6317647058824,778.288444675985,"turb_before","all predictors w/ coordinates","abundance"
65.0264705882353,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
70.4211764705882,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
75.8158823529412,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
81.2105882352941,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
86.6052941176471,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
92,778.889920646003,"turb_before","all predictors w/ coordinates","abundance"
