"conduct_after","yhat","predictors","model","index"
28.7,2.70264671323343,"conduct_after","all predictors w/o coordinates","shannon_index"
55.7142857142857,2.69751009876418,"conduct_after","all predictors w/o coordinates","shannon_index"
82.7285714285714,2.69751009876418,"conduct_after","all predictors w/o coordinates","shannon_index"
109.742857142857,2.66528511573789,"conduct_after","all predictors w/o coordinates","shannon_index"
136.757142857143,2.66099589786482,"conduct_after","all predictors w/o coordinates","shannon_index"
163.771428571429,2.66067188935873,"conduct_after","all predictors w/o coordinates","shannon_index"
190.785714285714,2.66079710976176,"conduct_after","all predictors w/o coordinates","shannon_index"
217.8,2.66071919843688,"conduct_after","all predictors w/o coordinates","shannon_index"
244.814285714286,2.66248244500055,"conduct_after","all predictors w/o coordinates","shannon_index"
271.828571428571,2.66891187199857,"conduct_after","all predictors w/o coordinates","shannon_index"
298.842857142857,2.66640646116088,"conduct_after","all predictors w/o coordinates","shannon_index"
325.857142857143,2.66729011144187,"conduct_after","all predictors w/o coordinates","shannon_index"
352.871428571429,2.66772048445641,"conduct_after","all predictors w/o coordinates","shannon_index"
379.885714285714,2.67319688440057,"conduct_after","all predictors w/o coordinates","shannon_index"
406.9,2.67251269796322,"conduct_after","all predictors w/o coordinates","shannon_index"
433.914285714286,2.6719785943071,"conduct_after","all predictors w/o coordinates","shannon_index"
460.928571428571,2.66711289265312,"conduct_after","all predictors w/o coordinates","shannon_index"
487.942857142857,2.66711289265312,"conduct_after","all predictors w/o coordinates","shannon_index"
514.957142857143,2.66711289265312,"conduct_after","all predictors w/o coordinates","shannon_index"
541.971428571429,2.66851498275974,"conduct_after","all predictors w/o coordinates","shannon_index"
568.985714285714,2.66851498275974,"conduct_after","all predictors w/o coordinates","shannon_index"
596,2.66851498275974,"conduct_after","all predictors w/o coordinates","shannon_index"
