"temp_after","yhat","predictors","model","index"
5.3,722.322116644087,"temp_after","all predictors w/o coordinates","abundance"
5.555,707.99020512125,"temp_after","all predictors w/o coordinates","abundance"
5.81,707.245538575356,"temp_after","all predictors w/o coordinates","abundance"
6.065,719.502352061085,"temp_after","all predictors w/o coordinates","abundance"
6.32,722.855972447663,"temp_after","all predictors w/o coordinates","abundance"
6.575,744.391348174124,"temp_after","all predictors w/o coordinates","abundance"
6.83,738.205248763873,"temp_after","all predictors w/o coordinates","abundance"
7.085,738.728944381017,"temp_after","all predictors w/o coordinates","abundance"
7.34,740.173268394705,"temp_after","all predictors w/o coordinates","abundance"
7.595,743.04279281672,"temp_after","all predictors w/o coordinates","abundance"
7.85,744.782965487527,"temp_after","all predictors w/o coordinates","abundance"
8.105,742.767927254263,"temp_after","all predictors w/o coordinates","abundance"
8.36,742.139452009842,"temp_after","all predictors w/o coordinates","abundance"
8.615,741.624190176526,"temp_after","all predictors w/o coordinates","abundance"
8.87,742.363483318348,"temp_after","all predictors w/o coordinates","abundance"
9.125,746.256466921983,"temp_after","all predictors w/o coordinates","abundance"
9.38,746.025254844688,"temp_after","all predictors w/o coordinates","abundance"
9.635,747.307029634451,"temp_after","all predictors w/o coordinates","abundance"
9.89,747.242399039822,"temp_after","all predictors w/o coordinates","abundance"
10.145,749.900855582736,"temp_after","all predictors w/o coordinates","abundance"
10.4,749.598513070658,"temp_after","all predictors w/o coordinates","abundance"
