"ox_before","yhat","predictors","model","index"
10.49,0.541287237470489,"ox_before","all predictors w/o coordinates","k_index"
10.625,0.540968595514166,"ox_before","all predictors w/o coordinates","k_index"
10.76,0.537101895655938,"ox_before","all predictors w/o coordinates","k_index"
10.895,0.537439977899554,"ox_before","all predictors w/o coordinates","k_index"
11.03,0.537451503418588,"ox_before","all predictors w/o coordinates","k_index"
11.165,0.537331933102438,"ox_before","all predictors w/o coordinates","k_index"
11.3,0.537170277606819,"ox_before","all predictors w/o coordinates","k_index"
11.435,0.537090875137562,"ox_before","all predictors w/o coordinates","k_index"
11.57,0.539159487519447,"ox_before","all predictors w/o coordinates","k_index"
11.705,0.539132411835957,"ox_before","all predictors w/o coordinates","k_index"
11.84,0.540093616213605,"ox_before","all predictors w/o coordinates","k_index"
11.975,0.544969891307474,"ox_before","all predictors w/o coordinates","k_index"
12.11,0.544613934138264,"ox_before","all predictors w/o coordinates","k_index"
12.245,0.544403063089389,"ox_before","all predictors w/o coordinates","k_index"
12.38,0.544184929430433,"ox_before","all predictors w/o coordinates","k_index"
12.515,0.547067981834267,"ox_before","all predictors w/o coordinates","k_index"
12.65,0.547093292238243,"ox_before","all predictors w/o coordinates","k_index"
12.785,0.547318340838764,"ox_before","all predictors w/o coordinates","k_index"
12.92,0.54957467801554,"ox_before","all predictors w/o coordinates","k_index"
13.055,0.549648631651271,"ox_before","all predictors w/o coordinates","k_index"
13.19,0.549648631651271,"ox_before","all predictors w/o coordinates","k_index"
13.325,0.549651261110785,"ox_before","all predictors w/o coordinates","k_index"
13.46,0.549651261110785,"ox_before","all predictors w/o coordinates","k_index"
