"cpom_cover","yhat","predictors","model","index"
1,742.328303801908,"cpom_cover","sampling w/ coordinates","abundance"
2,1496.20979299944,"cpom_cover","sampling w/ coordinates","abundance"
3,1766.89426707351,"cpom_cover","sampling w/ coordinates","abundance"
