"q_before","yhat","predictors","model","index"
2.3,2.71959347416332,"q_before","all predictors w/o coordinates","shannon_index"
6.00555555555556,2.67689048926963,"q_before","all predictors w/o coordinates","shannon_index"
9.71111111111111,2.66202319491532,"q_before","all predictors w/o coordinates","shannon_index"
13.4166666666667,2.65707403303654,"q_before","all predictors w/o coordinates","shannon_index"
17.1222222222222,2.65504932561223,"q_before","all predictors w/o coordinates","shannon_index"
20.8277777777778,2.65599871074393,"q_before","all predictors w/o coordinates","shannon_index"
24.5333333333333,2.66026265676672,"q_before","all predictors w/o coordinates","shannon_index"
28.2388888888889,2.66059373321419,"q_before","all predictors w/o coordinates","shannon_index"
31.9444444444444,2.66059373321419,"q_before","all predictors w/o coordinates","shannon_index"
35.65,2.65697845507593,"q_before","all predictors w/o coordinates","shannon_index"
39.3555555555556,2.65697845507593,"q_before","all predictors w/o coordinates","shannon_index"
43.0611111111111,2.65697845507593,"q_before","all predictors w/o coordinates","shannon_index"
46.7666666666667,2.65697845507593,"q_before","all predictors w/o coordinates","shannon_index"
50.4722222222222,2.65728032925279,"q_before","all predictors w/o coordinates","shannon_index"
54.1777777777778,2.65888126299641,"q_before","all predictors w/o coordinates","shannon_index"
57.8833333333333,2.65888126299641,"q_before","all predictors w/o coordinates","shannon_index"
61.5888888888889,2.65888126299641,"q_before","all predictors w/o coordinates","shannon_index"
65.2944444444445,2.65888126299641,"q_before","all predictors w/o coordinates","shannon_index"
69,2.65888126299641,"q_before","all predictors w/o coordinates","shannon_index"
