"alg_cover","yhat","predictors","model","index"
1,0.518908495290412,"alg_cover","sampling w/ coordinates","k_index"
2,0.535977839112834,"alg_cover","sampling w/ coordinates","k_index"
3,0.574368418987702,"alg_cover","sampling w/ coordinates","k_index"
4,0.539966788911232,"alg_cover","sampling w/ coordinates","k_index"
5,0.53982552042335,"alg_cover","sampling w/ coordinates","k_index"
