"cpom_cover","yhat","predictors","model","index"
1,2.67312484529696,"cpom_cover","sampling w/o coordinates","shannon_index"
2,2.73260517556608,"cpom_cover","sampling w/o coordinates","shannon_index"
3,2.73676704040506,"cpom_cover","sampling w/o coordinates","shannon_index"
