"cpom_cover","yhat","predictors","model","index"
1,0.190262740251679,"cpom_cover","sampling w/ coordinates","rel_abundance"
2,0.398992753786023,"cpom_cover","sampling w/ coordinates","rel_abundance"
3,0.462875478867562,"cpom_cover","sampling w/ coordinates","rel_abundance"
