"velocity","yhat","predictors","model","index"
0.01,2.65212001893521,"velocity","all predictors w/o coordinates","shannon_index"
0.0478,2.65908820803229,"velocity","all predictors w/o coordinates","shannon_index"
0.0856,2.66065198016266,"velocity","all predictors w/o coordinates","shannon_index"
0.1234,2.66265615087261,"velocity","all predictors w/o coordinates","shannon_index"
0.1612,2.66535592434365,"velocity","all predictors w/o coordinates","shannon_index"
0.199,2.66507386468331,"velocity","all predictors w/o coordinates","shannon_index"
0.2368,2.66491228094382,"velocity","all predictors w/o coordinates","shannon_index"
0.2746,2.6655879715112,"velocity","all predictors w/o coordinates","shannon_index"
0.3124,2.66757391573763,"velocity","all predictors w/o coordinates","shannon_index"
0.3502,2.66885371573984,"velocity","all predictors w/o coordinates","shannon_index"
0.388,2.669591322006,"velocity","all predictors w/o coordinates","shannon_index"
0.4258,2.67066432017072,"velocity","all predictors w/o coordinates","shannon_index"
0.4636,2.67285567794012,"velocity","all predictors w/o coordinates","shannon_index"
0.5014,2.67447889076027,"velocity","all predictors w/o coordinates","shannon_index"
0.5392,2.67544585011128,"velocity","all predictors w/o coordinates","shannon_index"
0.577,2.67526176055907,"velocity","all predictors w/o coordinates","shannon_index"
0.6148,2.67582069966851,"velocity","all predictors w/o coordinates","shannon_index"
0.6526,2.67490560885953,"velocity","all predictors w/o coordinates","shannon_index"
0.6904,2.67600012182346,"velocity","all predictors w/o coordinates","shannon_index"
0.7282,2.67449080668051,"velocity","all predictors w/o coordinates","shannon_index"
0.766,2.67496262855053,"velocity","all predictors w/o coordinates","shannon_index"
0.8038,2.67626808994465,"velocity","all predictors w/o coordinates","shannon_index"
0.8416,2.67735916902227,"velocity","all predictors w/o coordinates","shannon_index"
0.8794,2.67949705795883,"velocity","all predictors w/o coordinates","shannon_index"
0.9172,2.67933802119281,"velocity","all predictors w/o coordinates","shannon_index"
0.955,2.68148565761864,"velocity","all predictors w/o coordinates","shannon_index"
0.9928,2.68130362433746,"velocity","all predictors w/o coordinates","shannon_index"
1.0306,2.68248616711752,"velocity","all predictors w/o coordinates","shannon_index"
1.0684,2.68541879319217,"velocity","all predictors w/o coordinates","shannon_index"
1.1062,2.68541879319217,"velocity","all predictors w/o coordinates","shannon_index"
1.144,2.68426891130488,"velocity","all predictors w/o coordinates","shannon_index"
1.1818,2.68478692253325,"velocity","all predictors w/o coordinates","shannon_index"
1.2196,2.68478692253325,"velocity","all predictors w/o coordinates","shannon_index"
1.2574,2.68652650376491,"velocity","all predictors w/o coordinates","shannon_index"
1.2952,2.68652650376491,"velocity","all predictors w/o coordinates","shannon_index"
1.333,2.68652650376491,"velocity","all predictors w/o coordinates","shannon_index"
1.3708,2.68754157055444,"velocity","all predictors w/o coordinates","shannon_index"
1.4086,2.68754157055444,"velocity","all predictors w/o coordinates","shannon_index"
1.4464,2.68754157055444,"velocity","all predictors w/o coordinates","shannon_index"
1.4842,2.68754157055444,"velocity","all predictors w/o coordinates","shannon_index"
1.522,2.68411690275998,"velocity","all predictors w/o coordinates","shannon_index"
1.5598,2.68411690275998,"velocity","all predictors w/o coordinates","shannon_index"
1.5976,2.67995087915522,"velocity","all predictors w/o coordinates","shannon_index"
1.6354,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.6732,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.711,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.7488,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.7866,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.8244,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.8622,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
1.9,2.67889434450167,"velocity","all predictors w/o coordinates","shannon_index"
