"temp_before","yhat","predictors","model","index"
4,727.406208781061,"temp_before","all predictors w/ coordinates","abundance"
4.29411764705882,727.533440571185,"temp_before","all predictors w/ coordinates","abundance"
4.58823529411765,751.274381845814,"temp_before","all predictors w/ coordinates","abundance"
4.88235294117647,754.390008132279,"temp_before","all predictors w/ coordinates","abundance"
5.17647058823529,753.265291659349,"temp_before","all predictors w/ coordinates","abundance"
5.47058823529412,752.347005394199,"temp_before","all predictors w/ coordinates","abundance"
5.76470588235294,753.396367166686,"temp_before","all predictors w/ coordinates","abundance"
6.05882352941176,754.166245075609,"temp_before","all predictors w/ coordinates","abundance"
6.35294117647059,754.153248602945,"temp_before","all predictors w/ coordinates","abundance"
6.64705882352941,756.567681407178,"temp_before","all predictors w/ coordinates","abundance"
6.94117647058824,757.763514317966,"temp_before","all predictors w/ coordinates","abundance"
7.23529411764706,759.682981940272,"temp_before","all predictors w/ coordinates","abundance"
7.52941176470588,755.850635585187,"temp_before","all predictors w/ coordinates","abundance"
7.82352941176471,760.314700627809,"temp_before","all predictors w/ coordinates","abundance"
8.11764705882353,759.715937198209,"temp_before","all predictors w/ coordinates","abundance"
8.41176470588235,772.289784679986,"temp_before","all predictors w/ coordinates","abundance"
8.70588235294118,771.458124582984,"temp_before","all predictors w/ coordinates","abundance"
9,771.458124582984,"temp_before","all predictors w/ coordinates","abundance"
