"turb_after","yhat","predictors","model","index"
0.26,867.910833694317,"turb_after","all predictors w/ coordinates","abundance"
11.93125,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
23.6025,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
35.27375,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
46.945,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
58.61625,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
70.2875,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
81.95875,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
93.63,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
105.30125,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
116.9725,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
128.64375,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
140.315,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
151.98625,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
163.6575,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
175.32875,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
187,739.419374584324,"turb_after","all predictors w/ coordinates","abundance"
