"sub_type_int","yhat","predictors","model","index"
0,2.51886870043732,"sub_type","sampling w/o coordinates","shannon_index"
1,2.51886870043732,"sub_type","sampling w/o coordinates","shannon_index"
2,2.52423240508694,"sub_type","sampling w/o coordinates","shannon_index"
3,2.51141583666861,"sub_type","sampling w/o coordinates","shannon_index"
