"cpom_cover","yhat","predictors","model","index"
1,724.339317618216,"cpom_cover","all predictors w/o coordinates","abundance"
2,1164.1130126732,"cpom_cover","all predictors w/o coordinates","abundance"
3,1209.08003002664,"cpom_cover","all predictors w/o coordinates","abundance"
