"sub_type_int","yhat","predictors","model","index"
0,0.525965030115374,"sub_type","sampling w/ coordinates","k_index"
1,0.525965030115374,"sub_type","sampling w/ coordinates","k_index"
2,0.532069836622449,"sub_type","sampling w/ coordinates","k_index"
3,0.520166274882825,"sub_type","sampling w/ coordinates","k_index"
