"conduct_before","yhat","predictors","model","index"
28.8,743.835565157257,"conduct_before","all predictors w/o coordinates","abundance"
59.3368421052632,744.791262396732,"conduct_before","all predictors w/o coordinates","abundance"
89.8736842105263,744.487427992912,"conduct_before","all predictors w/o coordinates","abundance"
120.410526315789,744.487427992912,"conduct_before","all predictors w/o coordinates","abundance"
150.947368421053,745.050569297259,"conduct_before","all predictors w/o coordinates","abundance"
181.484210526316,746.740115259992,"conduct_before","all predictors w/o coordinates","abundance"
212.021052631579,746.60695656434,"conduct_before","all predictors w/o coordinates","abundance"
242.557894736842,748.602990018446,"conduct_before","all predictors w/o coordinates","abundance"
273.094736842105,730.435576518661,"conduct_before","all predictors w/o coordinates","abundance"
303.631578947368,726.562343255668,"conduct_before","all predictors w/o coordinates","abundance"
334.168421052632,726.18860895772,"conduct_before","all predictors w/o coordinates","abundance"
364.705263157895,726.137677717784,"conduct_before","all predictors w/o coordinates","abundance"
395.242105263158,731.439540317905,"conduct_before","all predictors w/o coordinates","abundance"
425.778947368421,754.184227145817,"conduct_before","all predictors w/o coordinates","abundance"
456.315789473684,758.891055886894,"conduct_before","all predictors w/o coordinates","abundance"
486.852631578947,763.192064177094,"conduct_before","all predictors w/o coordinates","abundance"
517.389473684211,764.845131447626,"conduct_before","all predictors w/o coordinates","abundance"
547.926315789474,773.302978342036,"conduct_before","all predictors w/o coordinates","abundance"
578.463157894737,773.302978342036,"conduct_before","all predictors w/o coordinates","abundance"
609,773.302978342036,"conduct_before","all predictors w/o coordinates","abundance"
