"moos_cover","yhat","predictors","model","index"
0,756.873173907951,"moos_cover","sampling w/ coordinates","abundance"
1,927.97710496408,"moos_cover","sampling w/ coordinates","abundance"
2,641.852841661106,"moos_cover","sampling w/ coordinates","abundance"
3,641.852841661106,"moos_cover","sampling w/ coordinates","abundance"
