"moos_cover","yhat","predictors","model","index"
0,753.252692399202,"moos_cover","sampling w/ coordinates","abundance"
1,889.373528394986,"moos_cover","sampling w/ coordinates","abundance"
2,889.17207547356,"moos_cover","sampling w/ coordinates","abundance"
3,889.17207547356,"moos_cover","sampling w/ coordinates","abundance"
