"clog_3_class_int","yhat","predictors","model","index"
0,0.205584421095884,"clog_3_class","sampling w/o coordinates","rel_abundance"
1,0.146255217901089,"clog_3_class","sampling w/o coordinates","rel_abundance"
2,0.137629775784091,"clog_3_class","sampling w/o coordinates","rel_abundance"
